timestamp,source_key,source,title,url,matched_keywords,region,published_date,content,source_type,ner_locations,ner_actors,perpetrator,victim_target,claimed_by,granular_incident_type,casualties_killed,casualties_injured,final_risk_score,final_risk_level,incident_type,classified_at,ner_state_actors,llm_enhanced
2026-06-04T13:21:24.427423,greater_kashmir,Greater Kashmir,Search operation enters 12th day in Rajouri's Dori Maal,https://www.greaterkashmir.com/pir-panjal/search-operation-enters-12th-day-in-rajouris-dori-maal-11999281,['rajouri'],jk,2026-06-04,"The Cordon and Search Operation (CASO), as part of the ongoing anti-terror operation in the Dori Maal area of Gambhir Mughalan, continued for the twelfth consecutive day on Wednesday.
The massive anti-terror operation was launched around twelve days ago following an intelligence-based operation by security forces, during which contact was established between the search teams and terrorists believed to be hiding in the dense forest area.
Since then, security forces and terrorists have exchanged fire multiple times. Intermittent small arms firing and heavy explosions have been reported from the encounter site on a daily basis, indicating continued engagement between the forces and the hiding terrorists.
Security forces are maintaining an extensive search operation in the dense forest terrain to track down the terrorists.
A massive cordon has been established, with troops carrying out sustained operations on a war footing to neutralise the threat and ensure the safety and security of the region, official sources stated.
The challenging forested terrain and difficult geographical conditions have made the operation complex, however, security agencies continue their efforts with determination to eliminate the terrorist threat and restore complete security in the area, official sources said.
On Tuesday, General Officer Commanding (GOC) White Knight Corps, Lieutenant General PK Mishra, also visited the operation area and took stock of the ongoing operational progress. He reviewed the security situation and the efforts being undertaken by the troops on the ground.
The operation continues with forces remaining deployed in strength, keeping the entire area under strict surveillance.
Meanwhile, authorities are yet to issue any official statement regarding the progress of the operation. Further details are awaited as the security operation remains underway.",rss,['Rajouri'],[],[],[],[],Search Operation,"{'killed': [], 'injured': []}",[],8.0,HIGH,Kinetic,2026-06-09T14:27:35.779458,[],True
2026-06-05T12:42:58.337132,greater_kashmir,Greater Kashmir,Nasha Mukht J&K Abhiyan: Anantnag Police conduct anti-narcotic raids in Pahalgam hotels,https://www.greaterkashmir.com/kashmir/nasha-mukht-jk-abhiyan-anantnag-police-conduct-anti-narcotic-raids-in-pahalgam-hotels-12003624,['anantnag'],jk,2026-06-05,"Anantnag, June 05: In a major crackdown against drug trafficking and substance abuse, Anantnag Police on Friday carried out extensive anti-narcotic raids in several hotels across the Pahalgam Sub-Division.
The operation was conducted in the Mavoora, Rafting Point and Yanner areas by six dedicated police teams under the supervision of the SDPO Pahalgam. Acting on credible inputs, the teams searched multiple hotel premises to prevent the misuse of tourist accommodations for narcotics-related activities and to strengthen surveillance against drug networks operating in the region.
Police said the raids were part of an ongoing campaign aimed at curbing the drug menace and ensuring a safe and secure environment for residents as well as tourists.
Reiterating its commitment to a drug-free society, Anantnag Police stated that such proactive enforcement measures will continue across the district to dismantle drug trafficking networks and prevent the spread of substance abuse.(KNC)",rss,['Anantnag'],[],[],[],[],Search Operation,"{'killed': [], 'injured': []}",[],8.0,HIGH,Kinetic,2026-06-09T14:27:35.820894,[],True
2026-06-05T12:43:15.385825,greater_kashmir,Greater Kashmir,Searches continue in Rajouri for 13th day,https://www.greaterkashmir.com/pir-panjal/searches-continue-in-rajouri-for-13th-day-12002976,['rajouri'],jk,2026-06-04,"Rajouri, Jun 4: Rajouri district of PirPanjal region witnessed search operation for the 13th consecutive day on Thursday.
The operation is underway in the Dori Maal area of GambhirMughalan under the jurisdiction of Manjakote Police Station, where security forces have maintained a tight cordon and continued extensive search operation in the dense forest terrain.
The ongoing operation has emerged as the longest search operation witnessed in Rajouri district in the past decade and a half.
It has drawn parallels with the Nar-BhataDhurian operation in Mendhar area of Poonch in 2021, which continued for more than three weeks.
The prolonged operation has once again brought security concerns over Rajouri district, leaving locals worried amid continued security presence and restrictions in the area.
On the 13th day today, the operation continued with security forces intensifying searches in the forest area.
Brief firing was also heard from the operation site, indicating continued engagement during the ongoing operation.
Authorities, however, are yet to issue a detailed official statement regarding the progress and outcome of the operation.
This operation was started following an encounter that broke out between terrorists and security forces during an intelligence based search operation launched in the area with the contact getting established, leading to exchange of gunfire.
The operation is underway and huge explosions have rattled the area almost every day.",rss,"['Poonch', 'Rajouri']",[],[],[],[],Search Operation,"{'killed': [], 'injured': []}",[],8.0,HIGH,Kinetic,2026-06-09T14:27:35.880332,[],True
2026-06-06T17:13:00.477998,greater_kashmir,Greater Kashmir,"Lieutenant Governor leads anti-drug padyatra in Kishtwar, vows to dismantle narco-terror networks",https://www.greaterkashmir.com/chenab-valley/lieutenant-governor-leads-anti-drug-padyatra-in-kishtwar-vows-to-dismantle-narco-terror-networks-12008321,"['narco terror', 'kishtwar']",jk,2026-06-06,"Jammu, June 06: “We are breaking the chain of the drug trade at every single link. Whether it’s cross-border smugglers, peddlers or the terror financiers- there is no safe haven. Our agencies are hunting down every narco-terrorist and permanently dismantling their networks,” the Lieutenant Governor Manoj Sinha said on Saturday. He observed that over the last nearly two months, citizens from all walks of life, have walked streets across the Union Territory, shared the pain of affected families, and energized our youth.
“Our goal is to foster a grassroots resistance against drug abuse and end narco-terrorism,” he said.
The Lieutenant Governor was addressing the public rally at Kishtwar. The campaign has so far covered 19 districts of Jammu Kashmir, reinforcing a collective commitment to eradicate drugs from villages and towns.
“For 56 days I have pursued a single mission of eliminating every drug smuggler and narco-terrorist from this land. Narco-terrorists and drug smugglers, whether in Pulwama or Ramban, Kulgam or Kishtwar, must understand this truth that there will be no mercy for those who ruin the future of our young generation,” the Lieutenant Governor said.
He said under the leadership of Prime Minister Narendra Modi, there is no mercy for narco-terrorists.
“We are ensuring that drug addicts who seek a path to recovery are provided all possible assistance and brought back to the mainstream with compassion and dignity. But compassion cannot be wasted on narco-terrorists who profit from others’ ruin, who thrive on destruction, who aim to drain the life from Kishtwar’s villages and towns. My objective is very clear that ruthless action will be taken against narco-terrorists while unwavering protection will be ensured for the innocent,” the Lieutenant Governor said.
The Lieutenant Governor said that although J&K Drug-Free Campaign is scheduled for 100 days, it marks the start of a much larger fight. He said eliminating this threat requires a marathon effort.
“It is a war of years, not a battle of weeks. Victory demands a unified, round-the-clock commitment. By mobilizing a whole-of-society approach, we will ensure that J&K's soil is completely cleared of drug smugglers and drug peddlers. During the Padyatra across Jammu Kashmir, I have witnessed the incredible courage of young men and women breaking the shackles of addiction to reclaim their lives. That is why we cannot fail. This campaign is a matter of the soul of Jammu Kashmir,"" the Lieutenant Governor said.
The Lieutenant Governor said in order to safeguard youth, the administration is embedding the spirit of this mission into the very fabric of our neighborhoods, equipping communities to recognize the warning signs, intervene early, and shield each other.
“Our teachers, Panchayat Mahila Samitis, religious leaders, and civil society groups are the torchbearers of this movement, standing united to ensure the shadow of addiction never finds a foothold in Kishtwar and across Jammu Kashmir. This is a defining moment for the future of our children. The people have spoken with one voice that narco terrorists must be driven from this land,” the Lieutenant Governor said.",rss,"['Ramban', 'Kishtwar', 'Pulwama', 'Jammu', 'Kulgam']",[],[],[],[],Border Infiltration,"{'killed': [], 'injured': []}",[],8.0,HIGH,Kinetic,2026-06-09T14:27:36.001408,[],True
2026-06-07T01:33:11.165772,greater_kashmir,Greater Kashmir,Army officer dies after falling into gorge during anti-terror operation in Rajouri,https://www.greaterkashmir.com/security/army-officer-dies-after-falling-into-gorge-during-anti-terror-operation-in-rajouri-12009633,['rajouri'],jk,2026-06-06,"Jammu, Jun 6: An army officer died after slipping in a mountainous area and falling into a deep gorge during an anti-terror operation in Jammu and Kashmir's Rajouri district on Saturday evening, officials said.
The officer, a lieutenant, was part of the security forces engaged in Operation Sheruwali, which entered its 15th day.
Operation Sheruwali is underway in the Dorimaal and Gambhir Mughalan belt to track down two to three Pakistani terrorists believed to be hiding in the forests of Rajouri district.
During the search operation, the lieutenant reportedly slipped and fell into a 30-metre-deep gorge in the Dorimaal area, the officials said, adding that he succumbed to his injuries.
The body has been recovered, and further details are awaited.",rss,"['Jammu', 'Rajouri']",[],[],[],[],Search Operation,"{'killed': [], 'injured': []}",[],8.0,HIGH,Kinetic,2026-06-09T14:27:36.036386,[],True
2026-06-08T23:37:27.347851,greater_kashmir,Greater Kashmir,"President Murmu confers 7 Kirti Chakras; IAF pilot, Gaganyatri Prasanth Nair among recipients",https://www.greaterkashmir.com/national/president-murmu-confers-7-kirti-chakras-iaf-pilot-gaganyatri-prasanth-nair-among-recipients-12015661,[],jk,2026-06-08,"New Delhi, Jun 8: President Droupadi Murmu on Monday conferred seven Kirti Chakras, including two posthumously, to personnel of the armed forces displaying raw courage, unparalleled bravery and total disregard for personal safety in the line of duty.
Air Commodore Prasanth Balakrishnan Nair, an IAF pilot and a Gaganyatri, is also among the recipients of the Kirti Chakra, India's second-highest peacetime gallantry award.
Murmu conferred seven Kirti Chakras, including two posthumously; 15 Vir Chakras, including three posthumously; and 29 Shaurya Chakras, including one posthumously, to the personnel of the defence forces, Central Armed Police Forces and state or Union Territory police forces during phase-I of the Defence Investiture Ceremony hosted at the Rashtrapati Bhavan, the defence ministry said.
Lt Commander Dilna K and Lt Commander Roopa A of the Navy are among the Shaurya Chakras recipients.
The President presented the gallantry award to them for their exemplary endurance, bravery and devotion to duty in Navika Sagar Parikrama II.
Lt Commander Roopa A, along with Lt Commander Dilna K, sailed over 25,600 nautical miles through the Indian, Pacific, Atlantic and Southern Oceans.
""While navigating through the perilous Drake Passage in stormy conditions that caused the boat to heel severely, regaining control required exceptional skill and extraordinary courage. During the expedition, they also became the first Indians to reach Point Nemo, the oceanic Pole of Inaccessibility, by sailboat,"" reads the citation in a post on X by the Rashtrapati Bhavan.
Lance Naik Meenatchi Sundarama of Rashtriya Rifles, Naib Subedar Doleshwar Subba of Para (Special Forces), Major Arshdeep Singh of Assam Rifles and Captain Lalrinawma Sailo of Para (Special Forces) have also been conferred the Kirti Chakra, according to the list of awardees shared by the government.
Sepoy Janjal Pravin Prabhakar of the Mahar Regiment of Rashtriya Rifles and Lt Shashank Tiwari of the Sikkim Scouts have been conferred the Kirti Chakra posthumously.
The Rashtrapati Bhavan, in a series of posts on X, also shared some photos of the ceremony along with citations.
""President Droupadi Murmu presents the Shaurya Chakra to Major Anshul Baltoo, The Jammu and Kashmir Light Infantry, 32 Assam Rifles, for displaying bravery in the line of duty. In April 2025, during a combing and search operation in Dima Hasao, South Assam, he confronted an armed cadre at close quarters and single-handedly neutralised him. The operation resulted in the elimination of three armed cadres and the recovery of weapons and war-like stores,"" it said.
Another post said the President presents the Shaurya Chakra to Major Leishangthem Deepak Singh, 11 Para (Special Forces), for his exceptional bravery.
""Acting on intelligence regarding the kidnapping of two innocent civilians, he neutralised a terrorist at very close range and shielded a kidnapped civilian with his own body. This resulted in the neutralisation of two hardcore cadres and the rescue of an innocent civilian,"" it said.
""President Droupadi Murmu presents Shaurya Chakra to Lieutenant Colonel Neetesh Bharti Shukla, 19th Battalion, The Sikh Regiment, for planning and executing a clinical operation without own casualty. On receipt of specific input regarding infiltration by a group of terrorists, Lieutenant Colonel Shukla laid an ambush along the Line of Control in July 2024. The operation eliminated three heavily armed foreign terrorists,"" the Rashtrapati Bhavan posted.",rss,['Jammu'],[],[],[],[],Ambush,"{'killed': [], 'injured': []}",[],8.0,HIGH,Kinetic,2026-06-09T14:27:36.705656,[],True
2026-06-09T15:50:34.714930,greater_kashmir,Greater Kashmir,Zojila tunnel 'breakthrough' today; Union Minister Gadkari  to witness event,https://www.greaterkashmir.com/kashmir/zojila-tunnel-breakthrough-today-union-minister-gadkari-to-witness-event-12016600,[],jk,2026-06-09,"Zojila (J-K), Jun 8: Zojila Tunnel will see light of the day, literally, on Tuesday when a blast will lead to a breakthrough at the end of the world's longest single-tube bi-directional bypass built at record height.
The breakthrough will bring the decades-old dream of an all-weather connectivity between the Kashmir Valley and Ladakh closer to reality, officials said.
Union Minister for Road Transport and Highways Nitin Gadkari will witness the breakthrough blast, they said.
The breakthrough is six months ahead of schedule, according to an official of the National Highways & Infrastructure Development Corporation Limited (NHIDCL).
""It was very tough to work on the construction of this tunnel. The conditions were very tough, still the work has almost been completed and that too without any accident.
""After the breakthrough, the civil works will take another 7-8 months and then the electrical works will begin. Hopefully, the tunnel will be opened for the public in January-February 2028,"" he said.
The tunnel -- 9.5 metre wide, 7.57 metre high, 13.153 km long – is a horseshoe-shaped single-tube, a two-lane road tunnel built at the height of around 11,578 feet above sea level.
The geostrategically important tunnel on the Srinagar-Leh National Highway will provide a year-round weather-proof connectivity to Ladakh, and reduce the earlier 1-1.5 hours travel time to just 15 minutes drive, officials said.
The tunnel from Baltal in the Ganderbal district of central Kashmir to Minimarg in Drass district of Union Territory of Ladakh, has an 18-km approach road.
Megha Engineering and Infrastructure Limited (MEIL), the agency which is executing the project, used the New Austrian Tunnelling Method (NATM) to pierce through the Himalayas and navigate the fragile geology.
The entire project is 31-km-long, including the approach road and bridges, stretching from Sonamarg to Minimarg.
""The approach road from Sonamarg to Baltal is 18 km, and the main tunnel that starts from Baltal and goes to Minimarg is 13 km long,"" an official said.
""It is a monumental achievement in India's infrastructure landscape, cutting through some of the most formidable Himalayan rock formations to establish a dependable, all-weather link between Ladakh and the rest of the country,"" the person said.
The project integrates advanced safety measures and a semi-transverse ventilation system designed to maintain steady airflow deep within the mountains.
It incorporates a Smart Tunnel (SCADA) system constructed using the NATM, and is equipped with CCTVs, radio control, uninterrupted power supply, and ventilation systems.
Once operational, the tunnel would enhance both civilian and military mobility across the treacherous Zojila Pass that is usually rendered shut for traffic for three winter months due to heavy snowfall.
""It will boost the tourism and economy, and enhance the logistics of the Indian Armed Forces. It will provide rapid, secure, all-year mobility for the forces to transport troops and supplies to the sensitive border region,"" the official said.
Ladakh residents said the tunnel is a dream come true for them as they face immense hardships especially in the winter months.
""We have been eagerly waiting for this tunnel and express our gratitude to the government for this project,"" Basharat Ahmad, a Ladakh resident, said.
""We will be able to not only travel, but exchange commodities through the tunnel. It will boost our business and trade,"" he added.",rss,"['Srinagar', 'Ganderbal']",[],[],[],[],IED/Explosion,"{'killed': [], 'injured': []}",[],8.0,HIGH,Kinetic,2026-06-09T15:50:34.925950,[],
2026-06-10T15:49:06.307899,greater_kashmir,Greater Kashmir,Rusted mortar shell found in Jammu; neutralised,https://www.greaterkashmir.com/jammu/rusted-mortar-shell-found-in-jammu-neutralised-12020977,['jammu'],jk,2026-06-10,"00:00/ 00:00
Jammu, Jun 10: A rusted mortar shell was found in a border village here on Wednesday and subsequently neutralised in a controlled explosion, officials said.
The shell was noticed by labourers who were filling the plinth of a house in Kothey Sanian village of Bishnah on the outskirts of Jammu, with soil, they said.
Following information about the explosive device, a bomb disposal squad rushed to the scene and neutralised the shell in a controlled explosion in an open field, causing no damage to life or property, they said.",rss,['Jammu'],[],[],[],[],IED/Explosion,"{'killed': [], 'injured': []}",[],8.0,HIGH,Kinetic,2026-06-10T15:49:06.344729,[],
2026-06-10T15:49:06.690435,greater_kashmir,Greater Kashmir,Name Zojila Tunnel portals after 1947-48 Indo-Pak war hero and 8th century Kashmir ruler: Raut,https://www.greaterkashmir.com/national/name-zojila-tunnel-portals-after-1947-48-indo-pak-war-hero-and-8th-century-kashmir-ruler-raut-12020604,[],jk,2026-06-10,"Mumbai, June 10: Shiv Sena (UBT) MP Sanjay Raut has demanded that the two portals of the Zojila Tunnel, linking the Kashmir Valley with Ladakh, be named after Brigadier Mohammed Usman, a 1947-48 Indo-Pak war hero, and Samrat Lalitaditya Muktapida, the 8th-century ruler of Kashmir.
The Rs 6,800-crore Zojila tunnel, Asia's longest tunnel connecting the Kashmir Valley to Ladakh, on Tuesday achieved a significant breakthrough with a blast breaking through the last 2.5 metres of the 13-km high-altitude infrastructure project that cuts through the Himalayas.
Union Minister for Road Transport and Highways Nitin Gadkari performed the breakthrough blasting of the main tunnel being constructed at an altitude of 11,578 feet above sea level, 24 km from Sonamarg and 103 km from Srinagar.
The tunnel is likely to be thrown open to the public in February 2028, as per officials.
In a letter written to Prime Minister Narendra Modi on Tuesday, Raut said Zojila Tunnel stands as one of the most remarkable infrastructure projects undertaken in independent India. Upon completion, it will not only provide seamless all-weather connectivity between Kashmir and Ladakh but will also strengthen national security, enhance economic opportunities, promote tourism, and deepen the integration of some of our country's most strategically significant regions.
""I propose that one portal of the Zojila Tunnel be named after Brigadier Mohammed Usman and the other after Samrat Lalitaditya Muktapida, thereby commemorating two distinguished personalities who symbolise different yet complementary dimensions of India's enduring national heritage,"" Raut said.
The Sonamarg/Kashmir portal of the Zojila Tunnel may be named after Brigadier Mohammed Usman. The Drass/Ladakh portal may be named after Samrat Lalitaditya Muktapida, the Sena (UBT) leader said in his letter, which he posted on X on Wednesday.
""Such a gesture would pay tribute both to the valour of those who defended the nation and to the rich historical legacy that has shaped the identity of Kashmir through the centuries. It would also convey a powerful message of national integration, unity in diversity, and respect for India's multifaceted heritage,"" he added.
Brigadier Usman, known as the Lion of Naushera, displayed extraordinary valour in the 1947-48 Indo-Pak War. He successfully defended Naushera and Jhangar in Jammu and Kashmir, chose India over Pakistan during Partition, and laid down his life for the motherland on 3 July 1948. He was awarded the Maha Vir Chakra posthumously and remains one of the highest-ranking military officers to have been martyred in combat, Raut noted.
""He is a shining symbol of patriotism and secularism,"" the Rajya Sabha member said.
Samrat Lalitaditya Muktapida was the 8th-century ruler of the Karkota dynasty of Kashmir. He expanded his empire across Central Asia, Afghanistan, and Tibet, built magnificent temples, including the iconic Martand Sun Temple, and established Kashmir as a powerful cultural and military centre in ancient Indian history, Raut pointed out.",rss,"['Jammu', 'Srinagar']",[],[],[],[],IED/Explosion,"{'killed': [], 'injured': []}",[],8.0,HIGH,Kinetic,2026-06-10T15:49:06.851807,[],
2026-06-10T15:49:06.932282,greater_kashmir,Greater Kashmir,Missing 12-year-old girl found dead in Poonch river; SIT formed to probe case,https://www.greaterkashmir.com/jammu/missing-12-year-old-girl-found-dead-in-poonch-river-sit-formed-to-probe-case-12020505,['poonch'],jk,2026-06-10,"Jammu, June 10: A 12-year-old girl who had been missing for five days was found dead in a river in Jammu and Kashmir's Poonch district, prompting police to constitute a Special Investigation Team (SIT) to probe the case.
Ikra Firdous, a resident of Adhai village in the Mandi area of Poonch, had gone missing on May 30. Following a complaint lodged by her family, police registered a case under the relevant kidnapping provisions and launched a search operation.
Deputy Superintendent of Police (Headquarters), Poonch, Neeraj Sharma said multiple teams were deployed in Mandi and other areas after receiving inputs about the girl's possible whereabouts.
""Considering the seriousness of the matter, an FIR was immediately registered and investigation was set into motion. Several police teams were constituted and extensive searches were conducted in different areas,"" Sharma said.
He said information was received on June 3 about the body of a young girl lying in a river near Sathra. A police team rushed to the spot and took custody of the body, which was later identified by family members as that of the missing girl.
The body was shifted to a hospital where a board of doctors conducted a detailed post-mortem examination before handing it over to the family for last rites, he said.
Amid growing public concern over the incident, police on June 4 constituted an SIT headed by the DSP Headquarters, Poonch, to investigate the case.
According to Sharma, the SIT has been working round the clock and has examined several digital devices, analysed tower dumps and call detail records (CDRs), besides questioning relatives and other persons suspected to have information relevant to the investigation.
""Numerous digital devices have been examined and technical evidence, including tower dumps and call detail records, is being analysed. Relatives and other suspected individuals have also been questioned as part of the investigation,"" he said.
The officer said the preliminary medical examination had not indicated any signs of sexual assault.
""According to the initial examination report received from the hospital, no signs of sexual abuse have been found. However, multiple samples collected from the body have been sent for forensic examination and the final post-mortem report is awaited,"" he said.
Meanwhile, girl students and residents staged protests in different parts of Poonch, demanding justice for the deceased and strict action against those responsible for her death.
Police appealed to the public not to spread unverified information on social media, saying such claims could hamper the investigation.
Sharma said all leads and information received from the public were being examined and urged anyone with credible information related to the case to share it directly with the SIT.",rss,"['Jammu', 'Poonch']",[],[],[],[],Search Operation,"{'killed': ['five dead'], 'injured': []}",[],8.0,HIGH,Kinetic,2026-06-10T15:49:07.094379,[],
